Date,Close
2023-04-09,6.22
2023-04-10,6.29
2023-04-11,6.43
2023-04-12,6.42
2023-04-13,6.64
2023-04-14,6.73
2023-04-15,6.81
2023-04-16,6.83
2023-04-17,6.70
2023-04-18,6.92
2023-04-19,6.32
2023-04-20,6.11
2023-04-21,5.85
2023-04-22,5.95
2023-04-23,5.92
2023-04-24,5.89
2023-04-25,6.00
2023-04-26,5.85
2023-04-27,5.97
2023-04-28,5.95
2023-04-29,6.04
2023-04-30,5.90
2023-05-01,5.67
2023-05-02,5.72
2023-05-03,5.78
2023-05-04,5.67
2023-05-05,5.85
2023-05-06,5.65
2023-05-07,5.64
2023-05-08,5.38
2023-05-09,5.33
2023-05-10,5.47
2023-05-11,5.29
2023-05-12,5.35
2023-05-13,5.35
2023-05-14,5.35
2023-05-15,5.32
2023-05-16,5.30
2023-05-17,5.41
2023-05-18,5.34
2023-05-19,5.37
2023-05-20,5.41
2023-05-21,5.27
2023-05-22,5.31
2023-05-23,5.40
2023-05-24,5.26
2023-05-25,5.24
2023-05-26,5.25
2023-05-27,5.34
2023-05-28,5.51
2023-05-29,5.46
2023-05-30,5.44
2023-05-31,5.32
2023-06-01,5.21
2023-06-02,5.28
2023-06-03,5.33
2023-06-04,5.32
2023-06-05,5.07
2023-06-06,5.21
2023-06-07,5.02
2023-06-08,5.03
2023-06-09,4.98
2023-06-10,4.53
2023-06-11,4.52
2023-06-12,4.53
2023-06-13,4.62
2023-06-14,4.57
2023-06-15,4.38
2023-06-16,4.42
2023-06-17,4.53
2023-06-18,4.53
2023-06-19,4.52
2023-06-20,4.67
2023-06-21,4.83
2023-06-22,4.83
2023-06-23,5.10
2023-06-24,5.01
2023-06-25,5.19
2023-06-26,5.03
2023-06-27,5.10
2023-06-28,4.88
2023-06-29,4.99
2023-06-30,5.17
2023-07-01,5.35
2023-07-02,5.50
2023-07-03,5.42
2023-07-04,5.35
2023-07-05,5.21
2023-07-06,5.03
2023-07-07,5.11
2023-07-08,5.13
2023-07-09,5.08
2023-07-10,5.14
2023-07-11,5.21
2023-07-12,5.15
2023-07-13,5.55
2023-07-14,5.45
2023-07-15,5.43
2023-07-16,5.31
2023-07-17,5.30
2023-07-18,5.18
2023-07-19,5.20
2023-07-20,5.35
2023-07-21,5.49
2023-07-22,5.31
2023-07-23,5.40
2023-07-24,5.22
2023-07-25,5.18
2023-07-26,5.24
2023-07-27,5.23
2023-07-28,5.22
2023-07-29,5.25
2023-07-30,5.19
2023-07-31,5.11
2023-08-01,5.20
2023-08-02,5.06
2023-08-03,4.98
2023-08-04,4.99
2023-08-05,4.97
2023-08-06,5.00
2023-08-07,4.96
2023-08-08,5.06
2023-08-09,5.05
2023-08-10,5.00
2023-08-11,5.00
2023-08-12,5.03
2023-08-13,4.99
2023-08-14,4.99
2023-08-15,4.81
2023-08-16,4.67
2023-08-17,4.44
2023-08-18,4.51
2023-08-19,4.52
2023-08-20,4.52
2023-08-21,4.43
2023-08-22,4.42
2023-08-23,4.49
2023-08-24,4.42
2023-08-25,4.49
2023-08-26,4.50
2023-08-27,4.49
2023-08-28,4.61
2023-08-29,4.67
2023-08-30,4.54
2023-08-31,4.27
2023-09-01,4.22
2023-09-02,4.26
2023-09-03,4.26
2023-09-04,4.25
2023-09-05,4.26
2023-09-06,4.27
2023-09-07,4.29
2023-09-08,4.25
2023-09-09,4.24
2023-09-10,4.15
2023-09-11,3.99
2023-09-12,3.99
2023-09-13,4.00
2023-09-14,4.06
2023-09-15,4.14
2023-09-16,4.19
2023-09-17,4.07
2023-09-18,4.11
2023-09-19,4.16
2023-09-20,4.14
2023-09-21,4.01
2023-09-22,4.02
2023-09-23,4.03
2023-09-24,3.99
2023-09-25,4.06
2023-09-26,4.01
2023-09-27,3.99
2023-09-28,4.07
2023-09-29,4.08
2023-09-30,4.11
2023-10-01,4.26
2023-10-02,4.12
2023-10-03,4.07
2023-10-04,4.05
2023-10-05,4.02
2023-10-06,4.07
2023-10-07,4.06
2023-10-08,4.01
2023-10-09,3.88
2023-10-10,3.81
2023-10-11,3.74
2023-10-12,3.67
2023-10-13,3.72
2023-10-14,3.74
2023-10-15,3.75
2023-10-16,3.79
2023-10-17,3.68
2023-10-18,3.66
2023-10-19,3.65
2023-10-20,3.72
2023-10-21,3.90
2023-10-22,3.96
2023-10-23,4.35
2023-10-24,4.19
2023-10-25,4.29
2023-10-26,4.24
2023-10-27,4.14
2023-10-28,4.18
2023-10-29,4.31
2023-10-30,4.53
2023-10-31,4.45
2023-11-01,4.73
2023-11-02,4.64
2023-11-03,4.62
2023-11-04,4.69
2023-11-05,4.77
2023-11-06,4.97
2023-11-07,4.93
2023-11-08,5.05
2023-11-09,5.09
2023-11-10,5.30
2023-11-11,5.55
2023-11-12,5.71
2023-11-13,5.37
2023-11-14,5.20
2023-11-15,5.57
2023-11-16,5.36
2023-11-17,5.24
2023-11-18,5.29
2023-11-19,5.44
2023-11-20,5.30
2023-11-21,4.89
2023-11-22,5.17
2023-11-23,5.13
2023-11-24,5.24
2023-11-25,5.33
2023-11-26,5.33
2023-11-27,5.16
2023-11-28,5.27
2023-11-29,5.17
2023-11-30,5.47
2023-12-01,5.48
2023-12-02,5.57
2023-12-03,5.55
2023-12-04,5.63
2023-12-05,5.91
2023-12-06,6.04
2023-12-07,6.25
2023-12-08,6.84
2023-12-09,7.12
2023-12-10,7.34
2023-12-11,6.71
2023-12-12,7.12
2023-12-13,7.61
2023-12-14,7.52
2023-12-15,6.96
2023-12-16,7.09
2023-12-17,6.79
2023-12-18,6.88
2023-12-19,6.72
2023-12-20,6.94
2023-12-21,8.36
2023-12-22,7.97
2023-12-23,8.34
2023-12-24,8.65
2023-12-25,9.23
2023-12-26,8.82
2023-12-27,8.70
2023-12-28,8.45
2023-12-29,8.29
2023-12-30,8.37
2023-12-31,8.19
2024-01-01,8.60
2024-01-02,8.41
2024-01-03,7.64
2024-01-04,7.88
2024-01-05,7.45
2024-01-06,7.14
2024-01-07,6.90
2024-01-08,7.48
2024-01-09,7.12
2024-01-10,7.97
2024-01-11,8.17
2024-01-12,7.57
2024-01-13,7.61
2024-01-14,7.33
2024-01-15,7.52
2024-01-16,7.49
2024-01-17,7.33
2024-01-18,7.01
2024-01-19,6.87
2024-01-20,6.90
2024-01-21,6.81
2024-01-22,6.33
2024-01-23,6.35
2024-01-24,6.46
2024-01-25,6.43
2024-01-26,6.67
2024-01-27,6.67
2024-01-28,6.84
2024-01-29,7.03
2024-01-30,6.84
2024-01-31,6.66
2024-02-01,6.79
2024-02-02,6.94
2024-02-03,6.83
2024-02-04,6.67
2024-02-05,6.73
2024-02-06,6.81
2024-02-07,6.94
2024-02-08,7.01
2024-02-09,7.19
2024-02-10,7.21
2024-02-11,7.10
2024-02-12,7.35
2024-02-13,7.36
2024-02-14,7.66
2024-02-15,7.78
2024-02-16,7.66
2024-02-17,7.70
2024-02-18,7.85
2024-02-19,8.03
2024-02-20,7.73
2024-02-21,7.47
2024-02-22,7.48
2024-02-23,7.56
2024-02-24,7.81
2024-02-25,7.92
2024-02-26,8.10
2024-02-27,8.37
2024-02-28,8.34
2024-02-29,8.26
2024-03-01,8.67
2024-03-02,9.44
2024-03-03,9.80
2024-03-04,9.91
2024-03-05,9.33
2024-03-06,10.51
2024-03-07,10.42
2024-03-08,10.67
2024-03-09,10.52
2024-03-10,10.28
2024-03-11,11.04
2024-03-12,10.73
2024-03-13,11.32
2024-03-14,11.54
2024-03-15,10.84
2024-03-16,9.70
2024-03-17,10.12
2024-03-18,9.91
2024-03-19,8.76
2024-03-20,9.49
2024-03-21,9.17
2024-03-22,8.92
2024-03-23,8.98
2024-03-24,9.37
2024-03-25,9.74
2024-03-26,9.69
2024-03-27,9.44
2024-03-28,9.52
2024-03-29,9.60
2024-03-30,9.43
2024-03-31,9.64
2024-04-01,9.16
2024-04-02,8.58
2024-04-03,8.43
2024-04-04,8.49
2024-04-05,8.39
2024-04-06,8.49
2024-04-07,8.71
2024-04-08,9.04
2024-04-09,8.66
2024-04-10,8.42
2024-04-11,8.38
2024-04-12,7.24
2024-04-13,6.42
2024-04-14,6.87
2024-04-15,6.71
2024-04-16,6.70
2024-04-17,6.58
2024-04-18,6.79
2024-04-19,6.69
2024-04-20,7.23
2024-04-21,7.14
2024-04-22,7.48
2024-04-23,7.24
2024-04-24,6.93
2024-04-25,6.86
2024-04-26,6.76
2024-04-27,6.80
2024-04-28,6.72
2024-04-29,6.59
2024-04-30,6.42
2024-05-01,6.88
2024-05-02,7.29
2024-05-03,7.26
2024-05-04,7.13
2024-05-05,7.31
2024-05-06,7.12
2024-05-07,7.00
2024-05-08,6.99
2024-05-09,7.05
2024-05-10,6.75
2024-05-11,6.66
2024-05-12,6.62
2024-05-13,6.67
2024-05-14,6.48
2024-05-15,6.96
2024-05-16,7.03
2024-05-17,7.20
2024-05-18,7.16
2024-05-19,6.94
2024-05-20,7.58
2024-05-21,7.61
2024-05-22,7.45
2024-05-23,7.20
2024-05-24,7.24
2024-05-25,7.43
2024-05-26,7.55
2024-05-27,7.63
2024-05-28,7.37
2024-05-29,7.17
2024-05-30,7.00
2024-05-31,6.99
2024-06-01,7.06
2024-06-02,6.99
2024-06-03,7.01
2024-06-04,7.19
2024-06-05,7.25
2024-06-06,7.14
2024-06-07,6.66
2024-06-08,6.39
2024-06-09,6.52
2024-06-10,6.51
2024-06-11,6.38
2024-06-12,6.74
2024-06-13,6.36
2024-06-14,6.16
2024-06-15,6.22
2024-06-16,6.39
2024-06-17,6.07
2024-06-18,5.78
2024-06-19,5.79
2024-06-20,5.64
2024-06-21,5.61
2024-06-22,5.75
2024-06-23,5.64
2024-06-24,5.72
2024-06-25,5.84
2024-06-26,5.79
2024-06-27,6.28
2024-06-28,6.17
2024-06-29,6.07
2024-06-30,6.21
2024-07-01,6.33
2024-07-02,6.51
2024-07-03,6.07
2024-07-04,5.56
2024-07-05,5.67
2024-07-06,6.24
2024-07-07,5.91
2024-07-08,5.94
2024-07-09,6.11
2024-07-10,6.10
2024-07-11,5.90
2024-07-12,6.10
2024-07-13,6.24
2024-07-14,6.33
2024-07-15,6.50
2024-07-16,6.34
2024-07-17,6.26
2024-07-18,6.09
